chaine,nom film,date de diffusion,2023,nationalité2,rang de diffusion,téléspectateurs (millions),part d'audience (%)
TF1,AGE DE GLACE 5 (L'),2018-12-23 00:00:00,2018,Etats-Unis,1,5778036,"23,6"
M6,CENDRILLON,2018-01-04 00:00:00,2018,Europe,1,4474624,"18,5"
M6,A LA POURSUITE DE DEMAIN,2018-01-01 00:00:00,2018,Etats-Unis,1,4067840,"17,3"
M6,ASTERIX : LE DOMAINE DES DIEUX,2018-12-25 00:00:00,2018,France,2,3910388,"17,8"
M6,RED 2,2018-03-19 00:00:00,2018,Etats-Unis,2,3486720,"14,1"
M6,RATATOUILLE,2018-04-30 00:00:00,2018,Etats-Unis,4,3385112,"13,9"
M6,BELLE ET SEBASTIEN,2018-02-13 00:00:00,2018,France,2,3370496,"13,9"
M6,VICE-VERSA,2018-04-01 00:00:00,2018,Etats-Unis,1,3370496,"13,9"
M6,RED,2018-03-12 00:00:00,2018,Etats-Unis,3,3138048,"12,8"
M6,DIE HARD 4 : RETOUR EN ENFER,2018-05-14 00:00:00,2018,Etats-Unis,7,2918200,13
M6,BABYSITTING 2,2018-04-24 00:00:00,2018,France,1,2905600,"11,6"
Canal+,TUCHE 3 (LES),2018-12-28 00:00:00,2018,France,1,1750920,"7,5"
Canal+,A FOND,2018-01-01 00:00:00,2018,France,1,987904,"3,8"
Canal+,THOR : RAGNAROK,2018-09-07 00:00:00,2018,Etats-Unis,1,933824,"4,3"
Canal+,ROI ARTHUR : LA LEGENDE D'EXCALIBUR (LE),2018-04-13 00:00:00,2018,Europe,1,929792,"3,8"
Canal+,ALIBI.COM,2018-01-19 00:00:00,2018,France,1,929792,"3,7"
Canal+,STAR WARS : LES DERNIERS JEDI,2018-12-14 00:00:00,2018,Etats-Unis,1,875460,"4,5"
Canal+,CRIME DE L'ORIENT-EXPRESS (LE),2018-11-09 00:00:00,2018,Europe,1,875460,"3,9"
Canal+,KONG : SKULL ISLAND,2018-01-12 00:00:00,2018,Etats-Unis,1,871680,"3,6"
Canal+,WONDER WOMAN,2018-06-08 00:00:00,2018,Europe,1,817096,"3,9"
Canal+,DUNKERQUE,2018-06-29 00:00:00,2018,Europe,1,700368,"3,6"
France 2,LA FAMILLE BELIER,2017-04-30 00:00:00,2017,FR / BE,1,"13,3","29,6"
France 2,LA GRANDE VADROUILLE,2017-04-16 00:00:00,2017,FR / GB,19,"10,9","28,4"
France 2,LES AVENTURES DE RABBI JACOB,2017-01-01 00:00:00,2017,FR / IT,16,"10,2","22,4"
France 2,GONE GIRL,2017-01-15 00:00:00,2017,US,1,"7,9",19
France 2,LA PREMIERE ETOILE,2017-12-10 00:00:00,2017,FR,6,"7,1","15,7"
France 2,THE IMPOSSIBLE,2017-11-26 00:00:00,2017,ES,1,"6,6","14,3"
France 2,JEAN-PHILIPPE,2017-12-11 00:00:00,2017,FR,7,"6,5","14,2"
France 2,AMOUR ET TURBULENCES,2017-07-02 00:00:00,2017,FR,1,"6,3","15,6"
France 2,HIPPOCRATE,2017-03-14 00:00:00,2017,FR,1,"6,3","14,6"
France 2,LA FRENCH,2017-10-01 00:00:00,2017,FR / BE,1,"6,1","14,9"
France 3,LES RIVIERES POURPRES,2017-12-14 00:00:00,2017,FR,7,6,"14,6"
France 3,PIECE MONTEE,2017-10-19 00:00:00,2017,FR,4,"5,5","13,1"
France 3,LE GRAND BLOND AVEC UNE CHAUSSURE NOIRE,2017-08-31 00:00:00,2017,FR,19,"5,2","12,1"
France 3,L'AILE OU LA CUISSE,2017-10-26 00:00:00,2017,FR,18,"4,9","11,8"
France 3,PAS SON GENRE,2017-02-20 00:00:00,2017,FR / BE,1,"4,8","10,7"
France 3,LA SOUPE AUX CHOUX,2017-11-02 00:00:00,2017,FR,19,"4,6","10,5"
France 3,LA CHEVRE,2017-07-10 00:00:00,2017,FR / MX,18,"4,6","11,4"
France 3,IMITATION GAME,2017-12-04 00:00:00,2017,GB / US,1,"4,4","9,9"
France 3,"SALAUD, ON T'AIME",2017-02-27 00:00:00,2017,FR,1,"4,2","9,8"
France 3,LA FAILLE,2017-04-06 00:00:00,2017,US,4,"4,1","9,6"
France 4,INDEPENDENCE DAY,2017-07-05 00:00:00,2017,US,10,"3,3","9,4"
France 4,LA GUERRE DES MONDES,2017-01-24 00:00:00,2017,US,6,"2,2","4,9"
France 4,UN INDIEN DANS LA VILLE,2017-07-12 00:00:00,2017,FR,11,"2,2","5,9"
France 4,CAPTAIN AMERICA : FIRST AVENGER,2017-05-24 00:00:00,2017,US,4,"2,1","5,3"
France 4,SHREK LE TROISIEME,2017-04-19 00:00:00,2017,US,6,2,"4,2"
France 4,PERMIS DE TUER,2017-11-22 00:00:00,2017,GB,12,"1,9",5
France 4,LES DIAMANTS SONT ETERNELS,2017-11-08 00:00:00,2017,GB,15,"1,9","4,4"
France 4,MANON DES SOURCES,2017-07-30 00:00:00,2017,FR,10,"1,9","5,2"
France 4,LE DERNIER MAITRE DE L'AIR,2017-08-20 00:00:00,2017,US,3,"1,8","5,1"
France 4,L'AGENCE TOUS RISQUES,2017-10-04 00:00:00,2017,US,4,"1,8","4,6"
France 5,LES MOISSONS DU CIEL,2017-04-03 00:00:00,2017,US,2,3,"6,8"
France 5,ASCENSEUR POUR L'ECHAFAUD,2017-08-01 00:00:00,2017,FR,11,"2,1","5,8"
France 5,LE CHAT,2017-10-16 00:00:00,2017,FR / IT,16,"2,1","4,7"
France 5,LES SEINS DE GLACE,2017-10-02 00:00:00,2017,FR / IT,10,2,"4,5"
France 5,QUE LA FETE COMMENCE,2017-05-15 00:00:00,2017,FR,9,"1,9","4,3"
France 5,LE CRABE-TAMBOUR,2017-08-14 00:00:00,2017,FR,8,"1,8","5,5"
France 5,"MONTY PYTHON, SACRE GRAAL",2017-03-13 00:00:00,2017,GB,6,"1,8",4
France 5,LES DEMOISELLES DE ROCHEFORT,2017-05-01 00:00:00,2017,FR,12,"1,8",4
France 5,LES SENTIERS DE LA GLOIRE,2017-10-30 00:00:00,2017,US,8,"1,7","3,7"
France 5,LA 317e SECTION,2017-05-08 00:00:00,2017,FR / ES,7,"1,6","3,4"
France Ô,JAMES BOND CONTRE DOCTEUR NO,2017-01-16 00:00:00,2017,GB,17,"1,3","2,7"
France Ô,JAMAIS PLUS JAMAIS,2017-01-23 00:00:00,2017,GB / US,19,1,"2,3"
France Ô,MISSISSIPPI BURNING,2017-04-24 00:00:00,2017,US,7,1,"2,2"
France Ô,LES DIEUX SONT TOMBES SUR LA TETE,2017-08-28 00:00:00,2017,ZA,3,"0,9","2,3"
France Ô,SEPT VIES,2017-05-01 00:00:00,2017,US,5,"0,8","1,8"
France Ô,SHAFT,2017-10-09 00:00:00,2017,US,6,"0,7","1,6"
France Ô,L'HOMME AU PISTOLET D'OR,2017-01-30 00:00:00,2017,GB,14,"0,7","1,5"
France Ô,MOONRAKER,2017-02-06 00:00:00,2017,FR / GB,14,"0,7","1,5"
France Ô,LE FILS DU FRANCAIS,2017-06-12 00:00:00,2017,FR,8,"0,6","1,5"
France Ô,PARIS A TOUT PRIX,2017-03-20 00:00:00,2017,FR,2,"0,6","1,4"
Arte,LE DEUXIEME SOUFFLE,2017-11-27 00:00:00,2017,FR,10,"3,7","8,5"
Arte,BLADE RUNNER,2017-10-08 00:00:00,2017,US,11,"3,4","7,8"
Arte,UN HOMME DE TROP,2017-03-13 00:00:00,2017,FR / IT,5,"2,9","6,7"
Arte,LE CERCLE ROUGE,2017-11-26 00:00:00,2017,FR / IT,18,"2,8","6,3"
Arte,L'INSPECTEUR HARRY,2017-07-02 00:00:00,2017,US,13,"2,8","6,9"
Arte,COMPARTIMENT TUEURS,2017-03-15 00:00:00,2017,FR,7,"2,8",6
Arte,UNE FEMME DE MENAGE,2017-12-06 00:00:00,2017,FR,4,"2,7","6,6"
Arte,L'AVENTURE C'EST L'AVENTURE,2017-01-09 00:00:00,2017,FR / IT,10,"2,7","5,9"
Arte,TOUCHEZ PAS AU GRISBI,2017-12-11 00:00:00,2017,FR / IT,13,"2,7","5,8"
Arte,EL DORADO,2017-09-10 00:00:00,2017,US,12,"2,7","6,6"
6ter,"MAMAN, J'AI ENCORE RATE L'AVION",2017-12-03 00:00:00,2017,US,12,"1,6","3,8"
6ter,GARFIELD 2,2017-08-08 00:00:00,2017,US,10,"1,5","4,2"
6ter,BABY-SITTOR,2017-09-03 00:00:00,2017,US,8,"1,5","3,5"
6ter,X-MEN ORIGINS : WOLVERINE,2017-10-01 00:00:00,2017,US,8,"1,5","3,4"
6ter,VOLCANO,2017-01-08 00:00:00,2017,US,11,"1,5","3,2"
6ter,JUMANJI,2017-12-17 00:00:00,2017,US,13,"1,4","3,1"
6ter,ASTERIX ET LA SURPRISE DE CESAR,2017-12-26 00:00:00,2017,FR,21,"1,4","3,1"
6ter,"MAMAN, J'AI RATE L'AVION",2017-11-26 00:00:00,2017,US,13,"1,3","2,9"
6ter,LE MASQUE DE L'ARAIGNEE,2017-05-21 00:00:00,2017,US,10,"1,3","3,2"
6ter,LE JOUR OU LA TERRE S'ARRETA,2017-01-15 00:00:00,2017,US,6,"1,3","2,8"
C8,BALADE ENTRE LES TOMBES,2017-05-08 00:00:00,2017,US,1,"3,2","7,3"
C8,JOHN WICK,2017-05-01 00:00:00,2017,US,1,"3,1","7,1"
C8,X-MEN ORIGINS : WOLVERINE,2017-02-07 00:00:00,2017,US,7,"2,4","5,9"
C8,HUNGER GAMES : L'EMBRASEMENT,2017-11-13 00:00:00,2017,US,2,"2,3","6,5"
C8,SEVEN,2017-01-30 00:00:00,2017,US,9,"2,3","5,9"
C8,HUNGER GAMES,2017-11-06 00:00:00,2017,US,3,"2,1","5,7"
C8,HOMEFRONT,2017-04-10 00:00:00,2017,US,2,"2,1","5,1"
C8,RAMBO III,2017-01-17 00:00:00,2017,US,13,"2,1","4,8"
C8,NINJA TURTLES,2017-02-27 00:00:00,2017,US,1,2,"4,9"
C8,"RAMBO 2, LA MISSION",2017-01-09 00:00:00,2017,US,14,2,"4,6"
Chérie 25,PEUR PRIMALE,2017-12-07 00:00:00,2017,US,7,"1,2",3
Chérie 25,LES FEMMES DE L'OMBRE,2017-01-31 00:00:00,2017,FR,5,1,"2,4"
Chérie 25,WILL HUNTING,2017-09-19 00:00:00,2017,US,13,1,"2,7"
Chérie 25,SOUS SURVEILLANCE,2017-02-16 00:00:00,2017,US,1,1,"2,6"
Chérie 25,COPLAND,2017-11-30 00:00:00,2017,US,8,1,"2,3"
Chérie 25,GONE BABY GONE,2017-11-23 00:00:00,2017,US,5,1,"2,4"
Chérie 25,MEURTRE PARFAIT,2017-04-27 00:00:00,2017,US,6,1,"2,4"
Chérie 25,"ERIN BROCKOVICH, SEULE CONTRE TOUS",2017-11-02 00:00:00,2017,US,12,1,"2,5"
Chérie 25,PLUS JAMAIS,2017-01-26 00:00:00,2017,US,3,1,"2,3"
Chérie 25,LE GRAND ALIBI,2017-12-11 00:00:00,2017,FR / IT,5,1,"2,1"
CStar,SAFE,2017-05-04 00:00:00,2017,US,5,"1,6","3,6"
CStar,LA BATAILLE DES ARDENNES,2017-10-26 00:00:00,2017,US,11,"1,4","3,7"
CStar,LE CONTRAT,2017-10-19 00:00:00,2017,US,6,"1,3","3,2"
CStar,LE TREIZIEME GUERRIER,2017-09-21 00:00:00,2017,US,7,"1,3","3,3"
CStar,STAR TREK,2017-11-30 00:00:00,2017,US,6,"1,3",3
CStar,LOCK OUT,2017-05-11 00:00:00,2017,FR,4,"1,3","2,9"
CStar,16 BLOCS,2017-11-09 00:00:00,2017,US,10,"1,2","2,8"
CStar,L'AIGLE DE LA NEUVIEME LEGION,2017-02-02 00:00:00,2017,GB,4,"1,2","2,8"
CStar,PINOT SIMPLE FLIC,2017-12-21 00:00:00,2017,FR,22,"1,1","2,8"
CStar,IDENTITE SECRETE,2017-11-16 00:00:00,2017,US,5,"1,1","2,6"
Gulli,GREMLINS 2,2017-10-29 00:00:00,2017,US,11,1,"2,5"
Gulli,GREMLINS,2017-10-22 00:00:00,2017,US,14,1,"2,2"
Gulli,LE POLE EXPRESS,2017-11-24 00:00:00,2017,US,6,"0,9","2,8"
Gulli,LE LORAX,2017-08-31 00:00:00,2017,US,3,"0,9","2,1"
Gulli,"BEE MOVIE, DROLE D'ABEILLE",2017-11-17 00:00:00,2017,US,4,"0,9","2,7"
Gulli,HOOK,2017-02-14 00:00:00,2017,US,15,"0,9","2,3"
Gulli,LES QUATRE FILLES DU DOCTEUR MARCH,2017-12-26 00:00:00,2017,US,4,"0,8",2
Gulli,BEETLE JUICE,2017-11-28 00:00:00,2017,US,6,"0,8","1,8"
Gulli,PETER PAN,2017-12-15 00:00:00,2017,US,5,"0,8","2,5"
Gulli,MEGAMIND,2017-04-20 00:00:00,2017,US,2,"0,8","1,8"
HD1,LE FUGITIF,2017-10-22 00:00:00,2017,US,14,"1,6","3,7"
HD1,THE DESCENDANTS,2017-02-12 00:00:00,2017,US,3,"1,5","3,5"
HD1,L'EXPERT,2017-02-07 00:00:00,2017,US,17,"1,5","3,4"
HD1,LE MONDE PERDU - JURASSIC PARK,2017-06-22 00:00:00,2017,US,15,"1,4","3,8"
HD1,L'OEIL DU MAL,2017-01-31 00:00:00,2017,US,4,"1,4","3,4"
HD1,RETOUR VERS LE FUTUR 2,2017-05-21 00:00:00,2017,US,16,"1,4","3,6"
HD1,VOL 93,2017-09-14 00:00:00,2017,GB,7,"1,4","3,5"
HD1,LE PACTE DES LOUPS,2017-03-12 00:00:00,2017,FR,6,"1,4","3,7"
HD1,CHAOS,2017-11-23 00:00:00,2017,GB,16,"1,4","3,1"
HD1,LE COLLECTIONNEUR,2017-03-05 00:00:00,2017,US,9,"1,4","3,3"
NRJ12,PIEGE EN HAUTE MER,2017-04-25 00:00:00,2017,US,14,"1,6","3,8"
NRJ12,LA FUREUR DE VAINCRE,2017-05-02 00:00:00,2017,HK,8,"1,6","3,5"
NRJ12,LA FUREUR DU DRAGON,2017-05-09 00:00:00,2017,HK,9,"1,4","3,3"
NRJ12,CROCODILE DUNDEE 2,2017-02-16 00:00:00,2017,AU,18,"1,4","3,5"
NRJ12,CROCODILE DUNDEE,2017-02-09 00:00:00,2017,AU,19,"1,4","3,5"
NRJ12,TRUE LIES - LE CAMELEON,2017-10-12 00:00:00,2017,US,14,"1,4","3,9"
NRJ12,LES BRIGADES DU TIGRE,2017-08-01 00:00:00,2017,FR / IT,6,"1,4","4,3"
NRJ12,BIG BOSS,2017-05-16 00:00:00,2017,HK,4,"1,4","3,4"
NRJ12,SOLEIL LEVANT,2017-02-07 00:00:00,2017,US,13,"1,4","3,3"
NRJ12,LES TROIS PROCHAINS JOURS,2017-03-28 00:00:00,2017,US,3,"1,4","3,3"
NT1,LA MORT DANS LA PEAU,2017-01-12 00:00:00,2017,US,11,"2,4","5,6"
NT1,47 RONIN,2017-02-19 00:00:00,2017,US,1,"2,2","5,1"
NT1,LA VENGEANCE DANS LA PEAU,2017-01-19 00:00:00,2017,GB,9,"2,1","4,7"
NT1,GLADIATOR,2017-05-04 00:00:00,2017,US,14,"1,9","4,8"
NT1,RETOUR VERS LE FUTUR,2017-11-21 00:00:00,2017,US,20,"1,9","4,3"
NT1,TERMINATOR RENAISSANCE,2017-02-12 00:00:00,2017,US,6,"1,8","4,2"
NT1,LA MEMOIRE DANS LA PEAU,2017-01-05 00:00:00,2017,US,12,"1,8","4,1"
NT1,NEXT,2017-05-21 00:00:00,2017,US,5,"1,8","4,3"
NT1,LE GRAND RESTAURANT,2017-12-12 00:00:00,2017,FR,28,"1,7","3,9"
NT1,LES SOUS-DOUES,2017-03-26 00:00:00,2017,FR,23,"1,7","3,9"
Numéro 23,LE BAISER MORTEL DU DRAGON,2017-06-11 00:00:00,2017,FR,13,"1,2","3,2"
Numéro 23,LE TEMOIN DU MAL,2017-07-09 00:00:00,2017,US,14,"0,7","2,1"
Numéro 23,LE STRATEGE,2017-11-12 00:00:00,2017,US,3,"0,7","1,6"
Numéro 23,LA LIGNE ROUGE,2017-03-26 00:00:00,2017,US,6,"0,6","1,7"
Numéro 23,300,2017-09-24 00:00:00,2017,US,6,"0,6","1,6"
Numéro 23,DANS LA TOURMENTE,2017-02-19 00:00:00,2017,FR,2,"0,6","1,3"
Numéro 23,LA COULEUR POURPRE,2017-03-19 00:00:00,2017,US,6,"0,6","1,5"
Numéro 23,LE RETOUR DE MARTIN GUERRE,2017-07-30 00:00:00,2017,FR,10,"0,6","1,6"
Numéro 23,SUNSHINE,2017-08-13 00:00:00,2017,GB,6,"0,5","1,6"
Numéro 23,HATCHI,2017-12-31 00:00:00,2017,US,2,"0,5","1,8"
TMC,ON A RETROUVE LA 7ème COMPAGNIE,2017-05-18 00:00:00,2017,FR,15,4,"9,5"
TMC,MAIS OU EST DONC PASSEE LA 7ème COMPAGNIE,2017-05-11 00:00:00,2017,FR / IT,15,"3,9","9,2"
TMC,MEN IN BLACK 3,2017-05-22 00:00:00,2017,US,4,"3,6","8,7"
TMC,LA 7ème COMPAGNIE AU CLAIR DE LUNE,2017-05-25 00:00:00,2017,FR,15,"3,6","9,6"
TMC,LA MORT DANS LA PEAU,2017-12-18 00:00:00,2017,US,12,3,"7,4"
TMC,BARBECUE,2017-05-04 00:00:00,2017,FR,2,"2,9","6,8"
TMC,L'AGENCE TOUS RISQUES,2017-01-30 00:00:00,2017,US,3,"2,7","6,4"
TMC,LES GARDIENS DE LA GALAXIE,2017-10-30 00:00:00,2017,US,2,"2,6","6,4"
TMC,BABYSITTING,2017-02-20 00:00:00,2017,FR,2,"2,6","5,7"
TMC,MEN IN BLACK,2017-05-08 00:00:00,2017,US,15,"2,6",6
W9,INDIANA JONES ET LE ROYAUME DU CRANE DE CRISTAL,2017-11-27 00:00:00,2017,US,5,"3,8","8,6"
W9,INDIANA JONES ET LA DERNIERE CROISADE,2017-11-20 00:00:00,2017,US,12,"3,1","7,3"
W9,IRON MAN,2017-01-17 00:00:00,2017,US,9,"2,8","6,3"
W9,DIVERGENTE,2017-03-27 00:00:00,2017,US,2,"2,8","7,2"
W9,SISTER ACT,2017-04-17 00:00:00,2017,US,14,"2,5","5,8"
W9,NE LE DIS A PERSONNE,2017-02-13 00:00:00,2017,FR,7,"2,5","6,3"
W9,LES AVENTURIERS DE L'ARCHE PERDUE,2017-11-06 00:00:00,2017,US,16,"2,4","5,4"
W9,UNE JOURNEE EN ENFER,2017-09-25 00:00:00,2017,US,13,"2,4","5,8"
W9,"SISTER ACT, ACTE 2",2017-04-24 00:00:00,2017,US,13,"2,4","5,5"
W9,PRETTY WOMAN,2017-01-24 00:00:00,2017,US,15,"2,3","5,3"
TF1,BIENVENUE CHEZ LES CH'TIS,2017-01-22 00:00:00,2017,FR,3,"15,1","34,3"
TF1,LES BRONZES FONT DU SKI,2017-02-12 00:00:00,2017,FR,15,"13,8","30,6"
TF1,INTOUCHABLES,2017-05-14 00:00:00,2017,FR,2,"13,7","32,4"
TF1,LUCY,2017-03-26 00:00:00,2017,FR,1,"13,7","31,1"
TF1,SAN ANDREAS,2017-11-19 00:00:00,2017,US,1,"11,6","27,5"
TF1,SAMBA,2017-03-19 00:00:00,2017,FR,1,"10,6","25,7"
TF1,ASTERIX ET OBELIX : MISSION CLEOPATRE,2017-10-24 00:00:00,2017,FR,6,"10,5",24
TF1,SPY,2017-12-17 00:00:00,2017,US,1,"10,4","24,3"
TF1,LES GARDIENS DE LA GALAXIE,2017-04-30 00:00:00,2017,US,1,"10,1","23,6"
TF1,ROBIN DES BOIS,2017-01-08 00:00:00,2017,GB,6,10,"24,6"
M6,PAPA OU MAMAN,2017-06-05 00:00:00,2017,FR,1,"7,2","16,3"
M6,ASTERIX : LE DOMAINE DES DIEUX,2017-10-30 00:00:00,2017,FR / BE,1,"7,1","15,5"
M6,KINGSMAN : SERVICES SECRETS,2017-10-05 00:00:00,2017,US / GB,1,"6,8",18
M6,INDIANA JONES ET LE TEMPLE MAUDIT,2017-02-20 00:00:00,2017,US,14,"6,4","15,3"
M6,INDIANA JONES ET LE ROYAUME DU CRANE DE CRISTAL,2017-03-06 00:00:00,2017,US,4,"6,3","16,3"
M6,LES AVENTURIERS DE L'ARCHE PERDUE,2017-02-13 00:00:00,2017,US,15,"6,3","15,5"
M6,LE PRENOM,2017-01-16 00:00:00,2017,FR,2,"6,3","14,3"
M6,INDIANA JONES ET LA DERNIERE CROISADE,2017-02-27 00:00:00,2017,US,11,"6,1","15,4"
M6,LES VACANCES DU PETIT NICOLAS,2017-08-29 00:00:00,2017,FR,1,"5,8","15,3"
M6,TAKEN 3,2017-06-08 00:00:00,2017,FR,1,"5,6",14
Canal+,RAID DINGUE,2017-12-29 00:00:00,2017,FR,1,"3,4",8
Canal+,RADIN,2017-09-01 00:00:00,2017,FR,1,"2,2","5,1"
Canal+,CAMPING 3,2017-05-05 00:00:00,2017,FR,1,2,"4,3"
Canal+,JACK REACHER : NEVER GO BACK,2017-09-02 00:00:00,2017,US,1,"1,7","4,8"
Canal+,ROGUE ONE : A STAR WARS STORY,2017-12-22 00:00:00,2017,US,1,"1,7","4,3"
Canal+,IL A DEJA TES YEUX,2017-12-15 00:00:00,2017,FR,1,"1,4","3,2"
Canal+,L4ASCENSION,2017-12-27 00:00:00,2017,FR,1,"1,4","3,4"
Canal+,DEADPOOL,2017-01-06 00:00:00,2017,US,1,"1,4","3,2"
Canal+,TARZAN,2017-05-12 00:00:00,2017,GB,1,"1,3",3
Canal+,LES SEPT MERCENAIRES,2017-09-15 00:00:00,2017,US,1,"1,2",3
France 2,9 MOIS FERME,2016-03-06 00:00:00,2016,FR,1,"8,5","18,6"
France 2,LA FOLIE DES GRANDEURS,2016-01-03 00:00:00,2016,FR / ES / IT,17,"7,3","16,1"
France 2,LE PÈRE NOEL EST UNE ORDURE,2016-12-06 00:00:00,2016,FR,14,"7,1","15,2"
France 2,JEUX DE POUVOIR,2016-10-02 00:00:00,2016,US,2,"6,7","16,5"
France 2,LES CHORISTES,2016-10-23 00:00:00,2016,FR / CH,6,"6,7","14,7"
France 2,NIGHT AND DAY,2016-12-11 00:00:00,2016,US,3,"6,7","14,5"
France 2,LE CORNIAUD,2016-12-19 00:00:00,2016,FR / IT,19,"6,6","13,5"
France 2,TELLEMENT PROCHES,2016-04-03 00:00:00,2016,FR,3,"6,6","14,5"
France 2,CAMPING,2016-01-31 00:00:00,2016,FR,5,"6,6","14,4"
France 2,INGLOURIOUS BASTERDS,2016-12-04 00:00:00,2016,US,3,"6,5","16,4"
France 3,ASTERIX ET OBELIX : AU SERVICE DE SA MAJESTE,2016-12-27 00:00:00,2016,FR / HU / ES / IT,2,"7,4","17,3"
France 3,MES HEROS,2016-01-28 00:00:00,2016,FR,1,"6,3","13,9"
France 3,PHILOMENA,2016-09-26 00:00:00,2016,GB,1,"5,5","12,6"
France 3,LE MUR DE L'ATLANTIQUE,2016-04-18 00:00:00,2016,FR / IT,20,"5,4",12
France 3,"LES GARCONS ET GUILLAUME, A TABLE",2016-04-07 00:00:00,2016,FR,1,"5,1","11,8"
France 3,PIECE MONTEE,2016-12-15 00:00:00,2016,FR,3,5,"11,6"
France 3,MONSIEUR BATIGNOLE,2016-01-21 00:00:00,2016,FR,7,"4,8","11,3"
France 3,DIALOGUE AVEC MON JARDINIER,2016-12-08 00:00:00,2016,FR,4,"4,9","11,6"
France 3,L'HEURE ZERO,2016-06-02 00:00:00,2016,FR,4,"4,4","10,1"
France 3,LE MAITRE D'ECOLE,2016-07-11 00:00:00,2016,FR,17,"4,2","10,1"
France 4,L'AGE DE GLACE 3 - LE TEMPS DES DINOSAURES,2016-10-26 00:00:00,2016,US,4,"2,9","6,3"
France 4,CAPTAIN AMERICA : FIRST AVENGER,2016-04-21 00:00:00,2016,US,2,"2,2","5,1"
France 4,IRON MAN 2,2016-04-13 00:00:00,2016,US,5,"2,1","5,1"
France 4,COWBOYS ET ENVAHISSEURS,2016-03-01 00:00:00,2016,US,2,"2,1","4,6"
France 4,"MON BEAU-PÈRE, MES PARENTS ET MOI",2016-06-07 00:00:00,2016,US,5,"1,9","4,6"
France 4,SEUL AU MONDE,2016-03-08 00:00:00,2016,US,8,"1,8","4,5"
France 4,SHUTTER ISLAND,2016-03-06 00:00:00,2016,US,3,"1,8","4,3"
France 4,BLOOD DIAMOND,2016-01-27 00:00:00,2016,US,3,"1,7","4,2"
France 4,L'AGE DE GLACE 2,2016-07-05 00:00:00,2016,US,6,"1,7",4
France 4,MON BEAU-PERE ET MOI,2016-05-31 00:00:00,2016,US,8,"1,6","3,9"
France 5,LE CLAN DES SICILIENS,2016-09-12 00:00:00,2016,FR,19,"2,5","6,2"
France 5,VIOLETTE NOZIERE,2016-11-14 00:00:00,2016,FR / CA,5,"2,2",5
France 5,CESAR ET ROSALIE,2016-05-23 00:00:00,2016,FR / IT / DE,17,"2,2","5,3"
France 5,LE CRIME ETAIT PRESQUE PARFAIT,2016-11-07 00:00:00,2016,US,1,"2,1","4,6"
France 5,CERTAINS L'AIMENT CHAUD,2016-10-03 00:00:00,2016,US,11,"2,1","5,1"
France 5,LA GRANDE EVASION,2016-06-06 00:00:00,2016,US,14,"2,1","5,8"
France 5,GARDE A VUE,2016-11-28 00:00:00,2016,FR,18,"1,9",4
France 5,UN DIMANCHE A LA CAMPAGNE,2016-05-30 00:00:00,2016,FR,9,"1,7","3,8"
France 5,VAN GOGH,2016-10-31 00:00:00,2016,FR,4,"1,7","4,6"
France 5,PLATOON,2016-10-17 00:00:00,2016,US,7,"1,6","3,7"
France Ô,OUT OF AFRICA,2016-03-28 00:00:00,2016,US,13,"1,2","2,7"
France Ô,DANGEREUSEMENT VOTRE,2016-11-21 00:00:00,2016,GB,14,"1,1","2,6"
France Ô,UNE VIE INACHEVEE,2016-12-12 00:00:00,2016,US,5,"1,1","2,3"
France Ô,JAMES BOND CONTRE DOCTEUR NO,2016-01-04 00:00:00,2016,GB,16,1,"2,2"
France Ô,BONS BAISERS DE RUSSIE,2016-11-14 00:00:00,2016,GB,16,1,"2,1"
France Ô,ON NE VIT QUE DEUX FOIS,2016-11-28 00:00:00,2016,GB,15,"0,9","2,1"
France Ô,DANCE WITH ME,2016-02-15 00:00:00,2016,US,3,"0,9","1,8"
France Ô,POINT BREAK,2016-02-01 00:00:00,2016,US,18,"0,9","1,9"
France Ô,PAPILLON,2016-04-04 00:00:00,2016,BS,14,"0,8","1,8"
France Ô,LE MAJORDOME,2016-11-08 00:00:00,2016,US,2,"0,8","1,8"
Arte,BLACK BOOK,2016-10-16 00:00:00,2016,NL,5,"3,5","8,5"
Arte,DANS LA BRUME ELECTRIQUE,2016-10-09 00:00:00,2016,FR / US,3,"3,2",7
Arte,LA CARAVANE DE FEU,2016-09-19 00:00:00,2016,US,8,"2,8","6,4"
Arte,L'AMOUR EST UN CRIME PARFAIT,2016-11-30 00:00:00,2016,FR / CH,1,"2,8","6,6"
Arte,COURS SANS TE RETOURNER,2016-12-05 00:00:00,2016,FR / DE,1,"2,8","6,2"
Arte,OPERATION JUPONS,2016-03-21 00:00:00,2016,US,3,"2,7",6
Arte,MARIE-OCTOBRE,2016-10-12 00:00:00,2016,FR,8,"2,7","6,2"
Arte,LA NUIT DES GENERAUX,2016-03-13 00:00:00,2016,FR / GB,11,"2,6","6,6"
Arte,L'HOMME QUI N'A PAS D'ETOILE,2016-12-19 00:00:00,2016,US,7,"2,6","5,1"
Arte,LE JUGE ET L'ASSASSIN,2016-01-06 00:00:00,2016,FR,6,"2,5","6,1"
6ter,X-MEN ORIGINS : WOLVERINE,2016-07-05 00:00:00,2016,US,6,"1,3","3,3"
6ter,WILLOW,2016-04-03 00:00:00,2016,US,10,"1,3",3
6ter,S.O.S. FANTOMES,2016-08-30 00:00:00,2016,US,19,"1,3",3
